3733	KING332
3737	3737
3738	3738
3741	3741
3743	3743
3746	KING294
3760	3760
3762	3762
3763	3763
3764	3764
3767	3767
3778	3778
3780	KING69
3781	KING333
3782	3782
3783	KING129
3785	3785
3786	3786
3788	3788
3792	3792
3794	KING192
3795	KING311
3801	3801
3805	3805
3807	KING80
3817	3817
3830	3830
3839	KING968
3857	KING334
3860	3860
3862	3862
3865	3865
3881	3881
3884	3884
3885	KING335
3887	KING291
3889	3889
3890	KING336
3896	3896
3899	3899
3902	3902
3903	KING337
3907	KING261
3911	3911
3913	3913
3914	3914
3915	3915
3918	3918
3919	3919
3920	KING8
3922	3922
3942	3942
3950	3950
3951	3951
3953	3953
3957	KING2
3958	KING304
3972	3972
3974	3974
3976	KING288
3977	3977
3979	KING306
3981	3981
3982	3982
3984	KING236
3985	KING243
3987	3987
3988	3988
3998	3998
4002	4002
4003	4003
4004	4004
4013	KING338
4014	4014
4016	4016
4020	4020
4030	4030
4034	4034
4048	KING80
4049	4049
4050	4050
4066	4066
4070	4070
4071	4071
4072	KING969
4077	KING123
4079	KING193
4080	KING339
4088	4088
4089	KING135
4099	KING252
4101	KING294
4102	4102
4120	KING336
4123	4123
4124	KING340
4128	4128
4129	KING341
4143	4143
4144	4144
4145	4145
4147	4147
4149	KING342
4155	4155
4157	KING245
4158	4158
4161	KING343
4163	4163
4164	KING344
4165	KING345
4166	4166
4168	4168
4181	4181
4184	4184
4185	4185
4186	4186
4188	4188
4193	4193
4213	4213
4220	4220
4222	4222
4229	4229
4231	4231
4240	KING198
4244	4244
4245	4245
4246	KING346
4247	4247
4248	4248
4256	4256
4266	4266
4269	KING347
4272	4272
4279	4279
4283	KING348
4284	KING349
4290	4290
4292	4292
4293	4293
4294	4294
4296	4296
4307	KING350
4314	4314
4317	4317
4319	KING303
4321	4321
4334	KING351
4336	4336
4340	4340
4343	4343
4344	4344
4356	KING352
4358	4358
4360	4360
4361	KING353
4365	4365
4367	4367
4368	4368
4369	4369
4370	KING250
4372	4372
4373	KING354
4374	KING355
4392	KING353
4395	4395
4397	4397
4398	KING356
4401	4401
4402	4402
4403	4403
4405	KING327
4410	KING357
4411	4411
4417	4417
4418	4418
4419	KING358
4420	4420
4421	4421
4423	KING359
4424	4424
4428	KING18
4434	4434
4435	KING360
4437	4437
4439	4439
4447	4447
4448	4448
4482	4482
4484	4484
4486	4486
4491	KING292
4501	4501
4505	KING361
4508	KING144
4516	4516
4517	4517
4526	4526
4529	4529
4537	4537
4538	KING362
4539	4539
4564	KING295
4565	KING363
4567	4567
4572	4572
4581	4581
4582	4582
4583	KING301
4584	4584
4585	4585
4586	KING364
4587	KING365
4589	KING308
4591	4591
4596	KING366
4599	KING263
4602	KING257
4614	KING294
4615	4615
4617	4617
4628	4628
4632	4632
4634	KING317
4638	4638
4666	KING367
4670	4670
4674	4674
4675	4675
4679	4679
4685	KING307
4686	KING274
4687	4687
4694	4694
4698	4698
4699	KING368
4700	4700
4702	4702
4704	KING369
4710	4710
4712	4712
4714	KING224
4716	KING221
4719	4719
4734	4734
4737	4737
4741	4741
4742	KING370
4748	KING277
4750	KING371
4759	KING313
4767	KING350
4769	4769
4774	4774
4776	KING304
4777	4777
4778	4778
4797	KING372
4799	4799
4801	KING373
4802	KING374
4805	4805
4808	4808
4809	4809
4815	KING266
4816	4816
4826	KING81
4827	4827
4828	4828
4830	4830
4833	KING265
4834	KING375
4835	4835
4839	4839
4841	4841
4842	KING970
4843	4843
4844	4844
4846	4846
4848	KING100
4873	4873
4875	4875
4889	4889
4891	4891
4892	4892
4893	KING376
4910	4910
4911	4911
4914	4914
4915	KING377
4916	4916
4917	4917
4921	4921
4934	KING329
4936	4936
4940	4940
4943	4943
4948	KING378
4949	KING379
4963	4963
4965	4965
4973	4973
4974	KING380
4977	KING381
4981	4981
4987	4987
4996	KING382
4998	KING969
5000	KING142
5003	5003
5011	5011
5014	KING383
5018	5018
5022	KING345
5026	5026
5034	KING170
5036	KING384
5053	5053
5054	5054
5055	5055
5076	KING320
5077	KING287
5085	KING253
5090	5090
5094	KING385
5095	5095
5096	KING174
5097	KING386
5098	5098
5100	KING297
5101	5101
5102	5102
5103	5103
5123	5123
5126	KING387
5128	KING388
5129	KING389
5144	KING356
5149	5149
5156	5156
5158	5158
5161	5161
5168	KING236
5181	5181
5182	KING141
5183	KING309
5186	5186
5191	5191
5196	KING222
5214	5214
5222	KING390
5226	5226
5228	5228
5229	KING391
5231	5231
5247	KING86
5249	KING220
5250	KING303
5256	5256
5257	5257
5261	KING392
5262	5262
5264	KING393
5265	5265
5266	KING61
5276	KING392
5277	KING66
5278	5278
5279	KING394
5305	5305
5310	5310
5318	5318
5319	5319
5321	5321
5323	5323
5325	KING395
5326	5326
5327	5327
5328	5328
5329	KING73
5351	5351
5370	5370
5376	5376
5377	KING71
5378	5378
5381	KING396
5408	5408
5411	KING397
5412	5412
5413	5413
5414	5414
5415	5415
5416	KING398
5417	5417
5420	5420
5421	KING325
5423	KING18
5442	5442
5445	5445
5446	KING242
5450	KING399
5452	KING400
5459	5459
5460	5460
5461	5461
5462	KING401
5464	5464
5465	5465
5473	5473
5484	5484
5485	5485
5486	5486
5508	KING402
5509	5509
5510	KING403
5512	5512
5513	KING319
5514	5514
5542	KING73
5543	5543
5544	KING404
5546	KING405
5547	KING406
5548	5548
5549	5549
5580	KING316
5581	5581
5583	5583
5600	5600
5601	KING288
5604	KING100
5606	5606
5607	5607
5608	5608
5625	KING377
5626	KING209
5627	5627
5628	KING407
5629	KING79
5630	5630
5650	KING408
5651	5651
5653	5653
5658	5658
5669	KING409
5675	KING241
5689	5689
5690	5690
5691	KING335
5695	5695
5696	KING410
5697	5697
5698	5698
5699	KING267
5700	KING411
5710	5710
5712	KING197
5716	5716
5722	KING393
5746	5746
5752	KING321
5755	KING294
5757	KING412
5758	KING413
5760	5760
5780	5780
5782	5782
5785	5785
5786	5786
5787	KING414
5788	5788
5790	5790
5791	KING332
5792	5792
5793	5793
5794	5794
5795	5795
5813	KING332
5842	KING168
5844	KING415
5846	5846
5847	KING343
5849	5849
5851	5851
5852	5852
5856	5856
5861	KING415
5878	5878
5881	KING416
5882	KING417
5889	5889
5890	KING418
5891	5891
5892	5892
5894	5894
5895	KING251
5899	5899
5906	KING419
5907	KING310
5909	5909
5923	5923
5924	KING283
5926	KING420
5929	5929
5930	KING131
5931	5931
5933	5933
5956	KING339
5965	KING421
5966	5966
5969	5969
5974	5974
5977	KING422
5978	5978
5980	5980
5989	5989
5992	5992
6018	KING423
6019	6019
6021	6021
6022	6022
6026	6026
6029	6029
6031	KING971
6033	6033
6055	6055
6056	6056
6061	6061
6062	6062
6064	6064
6066	KING424
6067	6067
6068	KING357
6070	6070
6084	6084
6085	6085
6087	6087
6088	KING334
6091	6091
6092	KING380
6093	6093
6094	6094
6096	KING425
6097	KING425
6098	KING351
6127	6127
6128	6128
6134	KING342
6169	KING215
6176	6176
6179	6179
6180	6180
6181	KING318
6184	KING426
6185	KING427
6192	KING428
6193	6193
6194	6194
6195	KING429
6196	KING430
6197	KING275
6219	KING352
6221	6221
6222	6222
6224	6224
6237	6237
6241	6241
6243	6243
6244	6244
6259	KING76
6260	6260
6262	6262
6266	6266
6322	KING192
6324	6324
6325	KING431
6327	6327
6328	6328
6329	6329
6330	6330
6331	KING297
6332	6332
6333	6333
6336	KING337
6337	KING337
6338	KING281
6339	6339
6340	6340
6360	6360
6361	6361
6363	6363
6365	6365
6391	6391
6394	6394
6396	6396
6397	6397
6400	6400
6404	6404
6436	6436
6437	6437
6438	6438
6439	KING432
6441	KING433
6442	KING359
6443	KING434
6444	6444
6445	6445
6447	6447
6448	6448
6449	6449
6472	6472
6473	KING435
6476	6476
6486	6486
6492	KING381
6496	6496
6499	6499
6501	KING436
6508	6508
6514	6514
6516	6516
6517	6517
6519	6519
6520	6520
6522	6522
6528	KING437
6599	6599
6600	KING59
6601	6601
6607	6607
6608	6608
6609	6609
6614	6614
6616	6616
6617	KING438
6618	6618
6621	6621
6624	KING388
6633	KING439
6642	6642
6651	KING440
6654	KING441
6657	KING386
6658	6658
6660	6660
6679	KING422
6681	6681
6691	6691
6692	KING442
6693	KING443
6726	6726
6736	KING375
6741	6741
6745	KING341
6746	KING269
6747	KING444
6748	KING223
6749	6749
6754	6754
6758	6758
6759	6759
6761	6761
6762	6762
6777	6777
6779	6779
6782	KING384
6784	6784
6799	6799
6800	6800
6801	KING413
6803	6803
6826	6826
6828	6828
6830	6830
6831	KING445
6832	KING446
6833	6833
6834	KING447
6837	KING377
6854	6854
6871	KING212
6880	6880
6881	KING448
6882	6882
6918	KING449
6919	KING449
6920	KING448
6921	KING450
6924	6924
6926	6926
6927	6927
6936	6936
6939	KING260
6940	KING451
6955	KING330
6956	6956
6959	6959
6969	6969
6980	6980
6981	6981
6982	6982
6984	KING452
7007	7007
7008	KING338
7010	7010
7012	7012
7030	KING111
7032	7032
7034	7034
7047	KING410
7050	KING453
7053	7053
7055	7055
7057	KING454
7059	7059
7063	7063
7064	7064
7065	7065
7105	7105
7109	7109
7117	7117
7127	7127
7129	7129
7131	KING455
7134	7134
7137	KING456
7138	KING457
7141	7141
7142	7142
7150	7150
7152	7152
7156	7156
7158	KING290
7159	7159
7160	7160
7161	KING458
7163	7163
7179	KING107
7184	7184
7186	7186
7209	7209
